lineage,label
GB.2,Omicron
GC.1,Omicron
GC.2,Omicron
GD.1,Omicron
GD.2,Omicron
GE.1,Omicron
GE.1.1,Omicron
GE.1.2,Omicron
GE.1.2.1,Omicron
GE.1.3,Omicron
GE.1.4,Omicron
GE.1.5,Omicron
GE.1.6,Omicron
GF.1,Omicron
GG.1,Omicron
GJ.1,Omicron
GJ.1.1,Omicron
GJ.1.2,Omicron
GJ.1.2.2,Omicron
GJ.1.2.4,Omicron
GJ.1.2.5,Omicron
GJ.1.2.7,Omicron
GJ.1.2.8,Omicron
GJ.2,Omicron
GJ.3,Omicron
GJ.4,Omicron
GJ.5,Omicron
GJ.5.1,Omicron
GJ.6,Omicron
GK.1,Omicron
GK.1.1,Omicron
GK.1.1.1,Omicron
GK.1.10,Omicron
GK.1.11,Omicron
GK.1.2,Omicron
GK.1.2.1,Omicron
GK.1.3,Omicron
GK.1.4,Omicron
GK.1.5,Omicron
GK.1.6.1,Omicron
GK.1.7,Omicron
GK.1.8,Omicron
GK.1.8.1,Omicron
GK.1.9,Omicron
GK.2,Omicron
GK.2.1,Omicron
GK.2.1.1,Omicron
GK.2.2,Omicron
GK.2.3,Omicron
GK.2.4,Omicron
GK.3,Omicron
GK.3.1,Omicron
GK.3.2,Omicron
GK.4,Omicron
GK.6,Omicron
GK.7,Omicron
GK.8.1,Omicron
GM.3,Omicron
GN.1,Omicron
GN.1.1,Omicron
GN.1.2,Omicron
GN.1.4,Omicron
GN.4,Omicron
GP.1,Omicron
GP.2,Omicron
GP.3,Omicron
GR.1,Omicron
GS.1,Omicron
GS.3,Omicron
GS.4,Omicron
GS.4.1,Omicron
GS.4.1.1,Omicron
GS.5,Omicron
GS.6,Omicron
GS.7,Omicron
GS.8,Omicron
GU.1,Omicron
GV.1,Omicron
GW.1,Omicron
GW.2,Omicron
GW.3,Omicron
GW.4,Omicron
GW.5,Omicron
GW.5.1,Omicron
GW.5.1.1,Omicron
GW.5.2,Omicron
GW.5.3,Omicron
GW.5.3.1,Omicron
GY.1,Omicron
GY.1.1,Omicron
GY.2.1,Omicron
GY.5,Omicron
GY.6,Omicron
GY.7,Omicron
GY.8,Omicron
GY.9,Omicron
GZ.1,Omicron
HA.1,Omicron
HA.2,Omicron
HB.1,Omicron
HC.1,Omicron
HC.2,Omicron
HC.3,Omicron
HE.1,Omicron
HE.2,Omicron
HF.1,Omicron
HF.1.1,Omicron
HF.1.2,Omicron
HG.2,Omicron
HH.1,Omicron
HH.1.1,Omicron
HH.2,Omicron
HH.2.1,Omicron
HH.4,Omicron
HH.5,Omicron
HH.7,Omicron
HH.8.1,Omicron
HJ.1,Omicron
HK.1.2,Omicron
HK.11,Omicron
HK.11.1,Omicron
HK.13.1,Omicron
HK.13.2,Omicron
HK.13.2.1,Omicron
HK.16,Omicron
HK.20.1,Omicron
HK.21,Omicron
HK.22,Omicron
HK.23.1,Omicron
HK.24.1,Omicron
HK.25,Omicron
HK.26,Omicron
HK.26.1,Omicron
HK.27,Omicron
HK.27.1.1,Omicron
HK.28,Omicron
HK.29,Omicron
HK.3.10,Omicron
HK.3.11,Omicron
HK.3.12,Omicron
HK.3.13,Omicron
HK.3.2,Omicron
HK.3.2.1,Omicron
HK.3.2.2,Omicron
HK.3.3,Omicron
HK.3.4,Omicron
HK.3.5,Omicron
HK.3.6,Omicron
HK.3.7,Omicron
HK.31,Omicron
HK.33,Omicron
HK.6,Omicron
HK.7,Omicron
HK.8,Omicron
HK.8.1,Omicron
HK.9,Omicron
HN.1,Omicron
HN.2,Omicron
HN.2.1,Omicron
HN.3.1,Omicron
HN.4,Omicron
HN.4.1,Omicron
HN.6,Omicron
HN.7,Omicron
HN.8,Omicron
HP.1.1,Omicron
HQ.1,Omicron
HR.1,Omicron
HR.1.1,Omicron
HS.1,Omicron
HS.1.1,Omicron
HT.1,Omicron
HT.2,Omicron
HU.1.1,Omicron
HV.1.1,Omicron
HV.1.10,Omicron
HV.1.11,Omicron
HV.1.3,Omicron
HV.1.4,Omicron
HV.1.5,Omicron
HV.1.6,Omicron
HV.1.7,Omicron
HV.1.8,Omicron
HV.1.9,Omicron
HV.2,Omicron
HY.1,Omicron
HZ.1,Omicron
HZ.2,Omicron
HZ.3,Omicron
JA.1,Omicron
JC.1,Omicron
JC.2,Omicron
JC.3,Omicron
JC.5,Omicron
JC.5.1,Omicron
JD.1,Omicron
JD.1.1,Omicron
JD.1.1.1,Omicron
JD.1.1.2,Omicron
JD.1.1.3,Omicron
JD.1.1.5,Omicron
JD.1.1.6,Omicron
JD.1.1.7,Omicron
JD.1.1.8,Omicron
JD.1.2,Omicron
JD.1.2.1,Omicron
JD.2,Omicron
JE.1.1,Omicron
JE.1.1.1,Omicron
JF.1.1,Omicron
JF.1.1.2,Omicron
JF.2,Omicron
JF.3,Omicron
JF.4,Omicron
JG.1,Omicron
JG.2,Omicron
JG.3,Omicron
JG.3.1,Omicron
JG.3.2,Omicron
JG.3.3,Omicron
JG.3.4,Omicron
JG.4,Omicron
JH.1,Omicron
JJ.1,Omicron
JK.1,Omicron
JM.1,Omicron
JM.2,Omicron
JN.1,Omicron
JN.1.1,Omicron
JN.1.1.1,Omicron
JN.1.1.2,Omicron
JN.1.1.3,Omicron
JN.1.1.4,Omicron
JN.1.11,Omicron
JN.1.11.1,Omicron
JN.1.13.1,Omicron
JN.1.14,Omicron
JN.1.17,Omicron
JN.1.19,Omicron
JN.1.2,Omicron
JN.1.22,Omicron
JN.1.25.1,Omicron
JN.1.4,Omicron
JN.1.4.2,Omicron
JN.1.5,Omicron
JN.1.6,Omicron
JN.1.6.1,Omicron
JN.1.7,Omicron
JN.1.7.1,Omicron
JN.1.7.2,Omicron
JN.1.8,Omicron
JN.1.8.1,Omicron
JN.1.9.1,Omicron
JN.13,Omicron
JN.13.1,Omicron
JN.2,Omicron
JN.2.1,Omicron
JN.2.2,Omicron
JN.2.3,Omicron
JN.2.5,Omicron
JN.3,Omicron
JN.3.2,Omicron
JN.3.2.1,Omicron
JN.5.1,Omicron
JN.7,Omicron
JN.9,Omicron
JQ.1,Omicron
JQ.2,Omicron
JS.1,Omicron
JS.2,Omicron
JV.2,Omicron
JY.1,Omicron
JY.1.1,Omicron
JZ.1,Omicron
KA.1,Omicron
KB.1,Omicron
KB.2,Omicron
KB.4,Omicron
KC.1,Omicron
KC.1.1,Omicron
KE.1,Omicron
KE.2,Omicron
KE.3,Omicron
KF.1,Omicron
KH.1,Omicron
KK.1,Omicron
KL.1,Omicron
KL.1.1,Omicron
KP.1,Omicron
KP.1.1,Omicron
KQ.1,Omicron
KR.1,Omicron
P.1,Gamma
P.1.1,Gamma
P.1.10,Gamma
P.1.13,Gamma
P.1.14,Gamma
P.1.15,Gamma
P.1.16,Gamma
P.1.17,Gamma
P.1.17.1,Gamma
P.1.2,Gamma
P.1.6,Gamma
P.1.7.1,Gamma
P.1.8,Gamma
P.1.9,Gamma
P.2,Zeta
P.3,Theta
Q.1,Alpha
Q.3,Alpha
Q.4,Alpha
Q.7,Alpha
XAA,Omicron
XAB,Omicron
XAC,Omicron
XAD,Omicron
XAE,Omicron
XAF,Omicron
XAG,Omicron
XAH,Omicron
XAJ,Omicron
XAK,Omicron
XAL,Omicron
XAM,Omicron
XAN,Omicron
XAP,Omicron
XAS,Omicron
XAT,Omicron
XAU,Omicron
XAV,Omicron
XAZ,Omicron
XBB.1.1,Omicron
XBB.1.10,Omicron
XBB.1.11.1,Omicron
XBB.1.12,Omicron
XBB.1.13.1,Omicron
XBB.1.14,Omicron
XBB.1.15.1,Omicron
XBB.1.16,Omicron
XBB.1.16.1,Omicron
XBB.1.16.10,Omicron
XBB.1.16.11,Omicron
XBB.1.16.13,Omicron
XBB.1.16.14,Omicron
XBB.1.16.15,Omicron
XBB.1.16.16,Omicron
XBB.1.16.19,Omicron
XBB.1.16.2,Omicron
XBB.1.16.21,Omicron
XBB.1.16.22,Omicron
XBB.1.16.23,Omicron
XBB.1.16.24,Omicron
XBB.1.16.25,Omicron
XBB.1.16.27,Omicron
XBB.1.16.28,Omicron
XBB.1.16.29,Omicron
XBB.1.16.3,Omicron
XBB.1.16.30,Omicron
XBB.1.16.31,Omicron
XBB.1.16.32,Omicron
XBB.1.16.4,Omicron
XBB.1.16.5,Omicron
XBB.1.16.6,Omicron
XBB.1.16.7,Omicron
XBB.1.16.8,Omicron
XBB.1.16.9,Omicron
XBB.1.19,Omicron
XBB.1.21,Omicron
XBB.1.22.2,Omicron
XBB.1.22.3,Omicron
XBB.1.24.1,Omicron
XBB.1.29,Omicron
XBB.1.30,Omicron
XBB.1.32,Omicron
XBB.1.33,Omicron
XBB.1.34,Omicron
XBB.1.34.1,Omicron
XBB.1.35,Omicron
XBB.1.37.1,Omicron
XBB.1.4.1,Omicron
XBB.1.4.2,Omicron
XBB.1.41.2,Omicron
XBB.1.41.3,Omicron
XBB.1.42.2,Omicron
XBB.1.43.1,Omicron
XBB.1.44,Omicron
XBB.1.45,Omicron
XBB.1.45.1,Omicron
XBB.1.5.100,Omicron
XBB.1.5.101,Omicron
XBB.1.5.103,Omicron
XBB.1.5.105,Omicron
XBB.1.5.106,Omicron
XBB.1.5.108,Omicron
XBB.1.5.109,Omicron
XBB.1.5.11,Omicron
XBB.1.5.13,Omicron
XBB.1.5.15,Omicron
XBB.1.5.16,Omicron
XBB.1.5.18,Omicron
XBB.1.5.19,Omicron
XBB.1.5.20,Omicron
XBB.1.5.21,Omicron
XBB.1.5.22,Omicron
XBB.1.5.25,Omicron
XBB.1.5.26,Omicron
XBB.1.5.27,Omicron
XBB.1.5.29,Omicron
XBB.1.5.30,Omicron
XBB.1.5.31,Omicron
XBB.1.5.32,Omicron
XBB.1.5.33,Omicron
XBB.1.5.34,Omicron
XBB.1.5.35,Omicron
XBB.1.5.37,Omicron
XBB.1.5.38,Omicron
XBB.1.5.39,Omicron
XBB.1.5.41,Omicron
XBB.1.5.42,Omicron
XBB.1.5.44,Omicron
XBB.1.5.46,Omicron
XBB.1.5.49,Omicron
XBB.1.5.5,Omicron
XBB.1.5.50,Omicron
XBB.1.5.51,Omicron
XBB.1.5.52,Omicron
XBB.1.5.54,Omicron
XBB.1.5.56,Omicron
XBB.1.5.6,Omicron
XBB.1.5.60,Omicron
XBB.1.5.61,Omicron
XBB.1.5.64,Omicron
XBB.1.5.65,Omicron
XBB.1.5.68,Omicron
XBB.1.5.69,Omicron
XBB.1.5.7,Omicron
XBB.1.5.71,Omicron
XBB.1.5.72,Omicron
XBB.1.5.73,Omicron
XBB.1.5.76,Omicron
XBB.1.5.77,Omicron
XBB.1.5.78,Omicron
XBB.1.5.79,Omicron
XBB.1.5.8,Omicron
XBB.1.5.80,Omicron
XBB.1.5.81,Omicron
XBB.1.5.86,Omicron
XBB.1.5.88,Omicron
XBB.1.5.89,Omicron
XBB.1.5.9,Omicron
XBB.1.5.90,Omicron
XBB.1.5.93,Omicron
XBB.1.5.94,Omicron
XBB.1.5.95,Omicron
XBB.1.5.96,Omicron
XBB.1.5.97,Omicron
XBB.1.5.98,Omicron
XBB.1.5.99,Omicron
XBB.1.6,Omicron
XBB.1.7,Omicron
XBB.1.8,Omicron
XBB.1.9.1,Omicron
XBB.1.9.5,Omicron
XBB.2.1,Omicron
XBB.2.10,Omicron
XBB.2.11.1,Omicron
XBB.2.2,Omicron
XBB.2.3,Omicron
XBB.2.3.1,Omicron
XBB.2.3.15,Omicron
XBB.2.3.16,Omicron
XBB.2.3.17,Omicron
XBB.2.3.19,Omicron
XBB.2.3.2,Omicron
XBB.2.3.20,Omicron
XBB.2.3.21,Omicron
XBB.2.3.3,Omicron
XBB.2.3.4,Omicron
XBB.2.3.5,Omicron
XBB.2.3.8,Omicron
XBB.2.3.9,Omicron
XBB.2.6,Omicron
XBB.2.6.2,Omicron
XBB.3,Omicron
XBB.3.1,Omicron
XBB.3.2,Omicron
XBB.3.3,Omicron
XBB.3.4,Omicron
XBB.4,Omicron
XBB.6.1,Omicron
XBB.8,Omicron
XBB.8.1,Omicron
XBB.9,Omicron
XBD,Omicron
XBE,Omicron
XBF,Omicron
XBF.1.1,Omicron
XBF.2,Omicron
XBF.3,Omicron
XBF.4,Omicron
XBF.5,Omicron
XBF.6,Omicron
XBF.7.1,Omicron
XBF.9,Omicron
XBG,Omicron
XBH,Omicron
XBJ,Omicron
XBJ.2,Omicron
XBJ.3,Omicron
XBK,Omicron
XBK.1,Omicron
XBM,Omicron
XBP,Omicron
XBQ,Omicron
XBR,Omicron
XBS,Omicron
XBT,Omicron
XBZ,Omicron
XCA,Omicron
XE,Omicron
XG,Omicron
XH,Omicron
XL,Omicron
XN,Omicron
XP,Omicron
XQ,Omicron
XR,Omicron
XV,Omicron
XW,Omicron
XY,Omicron
XZ,Omicron
BA.5,Omicron
BA.1,Omicron
XBB.1,Omicron
BQ.1,Omicron
BR.2,Omicron
BN.1,Omicron
BE.1,Omicron
EG.5,Omicron
HK.3,Omicron
XBB.2,Omicron
HV.1,Omicron
